,行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润,退回,地区经理
5911,3503,CN-2018-2577941,2018-06-04,2018-06-08,标准级,夏平-19120,夏平,消费者,大同,安徽,中国,华东,办公用-用品-10004606,办公用品,用品,"Elite 尺子, 锯齿状",196.0,4,0.0,56.56,,洪光
5912,3504,CN-2018-3188485,2018-11-27,2018-12-01,标准级,薛磊-15985,薛磊,消费者,丹东,辽宁,中国,东北,家具-书架-10004733,家具,书架,"宜家 古典书架, 白色",4639.824,4,0.4,-928.2559999999999,,楚杰
5913,3505,CN-2018-3188485,2018-11-27,2018-12-01,标准级,薛磊-15985,薛磊,消费者,丹东,辽宁,中国,东北,办公用-系固-10002226,办公用品,系固件,"Advantus 图钉, 金属",191.94,5,0.4,-45.360000000000014,,楚杰
5914,3506,US-2018-3139690,2018-08-17,2018-08-23,标准级,田丽-16270,田丽美,消费者,潍坊,山东,中国,华东,办公用-装订-10001901,办公用品,装订机,"Acco 孔加固材料, 回收",229.32,7,0.0,3.9200000000000004,,洪光
5915,3507,US-2018-3139690,2018-08-17,2018-08-23,标准级,田丽-16270,田丽美,消费者,潍坊,山东,中国,华东,办公用-美术-10003716,办公用品,美术,"BIC 铅笔刀, 整包",683.1999999999999,5,0.0,313.6,,洪光
5916,3508,US-2018-3139690,2018-08-17,2018-08-23,标准级,田丽-16270,田丽美,消费者,潍坊,山东,中国,华东,办公用-标签-10001271,办公用品,标签,"Smead 有色标签, 白色",243.59999999999997,4,0.0,116.48,,洪光
5917,3509,CN-2018-3232413,2018-05-29,2018-06-03,标准级,肖岱-11845,肖岱,公司,鄂州,湖北,中国,中南,办公用-装订-10001901,办公用品,装订机,"Acco 孔加固材料, 回收",58.967999999999996,3,0.4,-37.632,,范彩
5918,3510,CN-2018-3232413,2018-05-29,2018-06-03,标准级,肖岱-11845,肖岱,公司,鄂州,湖北,中国,中南,家具-椅子-10001397,家具,椅子,"Novimex 摇椅, 可调",1124.9279999999999,3,0.4,-581.5320000000002,,范彩
5919,3511,US-2018-1172542,2018-04-06,2018-04-10,标准级,楚聪-11635,楚聪,消费者,营口,辽宁,中国,东北,技术-设备-10000073,技术,设备,"爱普生 计算器, 白色",376.488,3,0.4,-25.451999999999998,,楚杰
5920,3512,US-2017-5279873,2017-07-15,2017-07-17,二级,程聪-11620,程聪,消费者,江油,四川,中国,西南,办公用-器具-10001049,办公用品,器具,"Breville 冰箱, 黑色",13072.751999999999,9,0.4,-5012.0279999999975,,白德伟
5921,3513,US-2017-5578438,2017-12-19,2017-12-22,一级,常黎-16315,常黎明,消费者,北京,北京,中国,华北,家具-书架-10001468,家具,书架,"宜家 柜, 传统",1994.16,3,0.0,637.98,,殷莲
5922,3514,US-2017-5578438,2017-12-19,2017-12-22,一级,常黎-16315,常黎明,消费者,北京,北京,中国,华北,家具-书架-10004132,家具,书架,"Safco 书库, 金属",7266.0,4,0.0,799.12,,殷莲
5923,3515,US-2017-5578438,2017-12-19,2017-12-22,一级,常黎-16315,常黎明,消费者,北京,北京,中国,华北,办公用-美术-10002672,办公用品,美术,"Sanford 画布, 金属",1208.2,5,0.0,277.2,,殷莲
5924,3516,US-2017-5578438,2017-12-19,2017-12-22,一级,常黎-16315,常黎明,消费者,北京,北京,中国,华北,家具-用具-10001098,家具,用具,"Rubvermaid 分层置放架, 黑色",351.96000000000004,3,0.0,73.5,,殷莲
5925,3517,US-2017-4150614,2017-07-26,2017-07-28,二级,薛芳-12745,薛芳,公司,苏州,江苏,中国,华东,办公用-美术-10000410,办公用品,美术,"BIC 铅笔刀, 金属",84.75599999999997,3,0.8,-318.024,,洪光
5926,3518,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-信封-10002073,办公用品,信封,"Kraft 局间信封, 银色",230.16000000000003,1,0.0,50.54,是,洪光
5927,3518,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-信封-10002073,办公用品,信封,"Kraft 局间信封, 银色",230.16000000000003,1,0.0,50.54,是,洪光
5928,3518,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-信封-10002073,办公用品,信封,"Kraft 局间信封, 银色",230.16000000000003,1,0.0,50.54,是,洪光
5929,3518,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-信封-10002073,办公用品,信封,"Kraft 局间信封, 银色",230.16000000000003,1,0.0,50.54,是,洪光
5930,3518,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-信封-10002073,办公用品,信封,"Kraft 局间信封, 银色",230.16000000000003,1,0.0,50.54,是,洪光
5931,3518,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-信封-10002073,办公用品,信封,"Kraft 局间信封, 银色",230.16000000000003,1,0.0,50.54,是,洪光
5932,3519,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-美术-10003419,办公用品,美术,"Stanley 记号笔, 整包",209.72,2,0.0,27.16,是,洪光
5933,3519,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-美术-10003419,办公用品,美术,"Stanley 记号笔, 整包",209.72,2,0.0,27.16,是,洪光
5934,3519,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-美术-10003419,办公用品,美术,"Stanley 记号笔, 整包",209.72,2,0.0,27.16,是,洪光
5935,3519,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-美术-10003419,办公用品,美术,"Stanley 记号笔, 整包",209.72,2,0.0,27.16,是,洪光
5936,3519,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-美术-10003419,办公用品,美术,"Stanley 记号笔, 整包",209.72,2,0.0,27.16,是,洪光
5937,3519,CN-2016-2852208,2016-05-09,2016-05-14,标准级,徐杰-14740,徐杰,公司,洛阳,福建,中国,华东,办公用-美术-10003419,办公用品,美术,"Stanley 记号笔, 整包",209.72,2,0.0,27.16,是,洪光
5938,3520,US-2018-1184235,2018-12-03,2018-12-06,二级,万虹-13900,万虹,消费者,阿克苏,新疆,中国,西北,办公用-器具-10003582,办公用品,器具,"KitchenAid 冰箱, 黑色",4922.12,2,0.0,836.64,,杨健
5939,3521,CN-2018-4266965,2018-07-16,2018-07-17,一级,范谙-18760,范谙,消费者,湛江,广东,中国,中南,家具-椅子-10003924,家具,椅子,"Novimex 扶手椅, 可调",5801.544,3,0.1,1740.1440000000002,,范彩
5940,3522,CN-2018-5088117,2018-09-29,2018-10-03,标准级,黄磊-16000,黄磊,消费者,肃州,甘肃,中国,西北,家具-用具-10001387,家具,用具,"Tenex 灯泡, 耐用",44.687999999999995,1,0.4,7.448000000000004,是,杨健
5941,3522,CN-2018-5088117,2018-09-29,2018-10-03,标准级,黄磊-16000,黄磊,消费者,肃州,甘肃,中国,西北,家具-用具-10001387,家具,用具,"Tenex 灯泡, 耐用",44.687999999999995,1,0.4,7.448000000000004,是,杨健
5942,3522,CN-2018-5088117,2018-09-29,2018-10-03,标准级,黄磊-16000,黄磊,消费者,肃州,甘肃,中国,西北,家具-用具-10001387,家具,用具,"Tenex 灯泡, 耐用",44.687999999999995,1,0.4,7.448000000000004,是,杨健
5943,3522,CN-2018-5088117,2018-09-29,2018-10-03,标准级,黄磊-16000,黄磊,消费者,肃州,甘肃,中国,西北,家具-用具-10001387,家具,用具,"Tenex 灯泡, 耐用",44.687999999999995,1,0.4,7.448000000000004,是,杨健
5944,3523,CN-2016-1261828,2016-09-01,2016-09-06,二级,夏惠-14320,夏惠英,消费者,哈尔滨,黑龙江,中国,东北,办公用-收纳-10004402,办公用品,收纳具,"Smead 盘, 单宽度",679.1399999999999,3,0.0,128.94,,楚杰
5945,3524,CN-2018-1887568,2018-11-30,2018-12-01,一级,麦德-12085,麦德,公司,深圳,广东,中国,中南,技术-电话-10002069,技术,电话,"苹果 音频基座, 混合尺寸",9505.440000000002,12,0.0,1520.4,,范彩
5946,3525,CN-2018-1887568,2018-11-30,2018-12-01,一级,麦德-12085,麦德,公司,深圳,广东,中国,中南,办公用-装订-10003764,办公用品,装订机,"Acco 装订机盖, 回收",446.88,7,0.0,218.54,,范彩
5947,3526,US-2018-4741910,2018-12-02,2018-12-06,标准级,邱栋-12265,邱栋,消费者,昌图,辽宁,中国,东北,办公用-器具-10004848,办公用品,器具,"KitchenAid 烤面包机, 白色",701.064,3,0.4,-444.27600000000007,,楚杰
5948,3527,CN-2017-4494383,2017-05-15,2017-05-21,标准级,秦芯-13915,秦芯,消费者,沈阳,辽宁,中国,东北,办公用-器具-10002942,办公用品,器具,"KitchenAid 炉灶, 红色",7982.1,5,0.4,-2394.700000000001,,楚杰
5949,3528,US-2017-5445015,2017-11-22,2017-11-25,一级,陈荷-13675,陈荷,小型企业,沈阳,辽宁,中国,东北,办公用-美术-10002911,办公用品,美术,"Stanley 荧光笔, 金属",44.68799999999999,3,0.8,-114.07199999999997,,楚杰
5950,3529,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,办公用-纸张-10003968,办公用品,纸张,"SanDisk 备忘录便条, 优质",237.72000000000003,3,0.0,11.760000000000002,,范彩
5951,3530,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,技术-电话-10003674,技术,电话,"三星 耳机, 全尺寸",1390.48,4,0.0,444.64000000000004,,范彩
5952,3531,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,办公用-收纳-10004768,办公用品,收纳具,"Tenex 搁板, 金属",752.22,3,0.0,300.72,,范彩
5953,3532,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,办公用-美术-10002760,办公用品,美术,"Binney & Smith 荧光笔, 混合尺寸",147.61599999999999,2,0.2,3.416000000000004,,范彩
5954,3533,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,办公用-系固-10002716,办公用品,系固件,"Stockwell 夹子, 金属",180.6,2,0.0,8.96,,范彩
5955,3534,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,办公用-装订-10000850,办公用品,装订机,"Wilson Jones 装订机盖, 回收",377.29999999999995,7,0.0,67.62,,范彩
5956,3535,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,技术-复印-10000413,技术,复印机,"Hewlett 传真复印机, 红色",1783.32,2,0.0,178.08,,范彩
5957,3536,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,办公用-用品-10004613,办公用品,用品,"Elite 美工刀, 工业",340.75999999999993,2,0.0,88.48,,范彩
5958,3537,CN-2018-2062805,2018-03-09,2018-03-11,一级,刘立-16810,刘立,消费者,桂林,广西,中国,中南,技术-配件-10000078,技术,配件,"罗技 键盘, 耐用",1695.4,5,0.0,372.40000000000003,,范彩
5959,3538,US-2016-3291123,2016-12-27,2016-12-27,当日,廖保-10330,廖保,消费者,无锡,江苏,中国,华东,办公用-信封-10000469,办公用品,信封,"Kraft 邮寄品, 红色",1345.54,7,0.0,484.12000000000006,,洪光
5960,3539,US-2016-3291123,2016-12-27,2016-12-27,当日,廖保-10330,廖保,消费者,无锡,江苏,中国,华东,办公用-信封-10001882,办公用品,信封,"Ames 邮寄品, 红色",919.0999999999999,5,0.0,394.79999999999995,,洪光
5961,3540,US-2016-3291123,2016-12-27,2016-12-27,当日,廖保-10330,廖保,消费者,无锡,江苏,中国,华东,办公用-信封-10001091,办公用品,信封,"Kraft 商业信封, 回收",284.48,4,0.0,90.72,,洪光
5962,3541,US-2016-3291123,2016-12-27,2016-12-27,当日,廖保-10330,廖保,消费者,无锡,江苏,中国,华东,家具-椅子-10004718,家具,椅子,"Novimex 折叠椅, 红色",920.976,4,0.4,-552.9440000000001,,洪光
5963,3542,US-2016-3291123,2016-12-27,2016-12-27,当日,廖保-10330,廖保,消费者,无锡,江苏,中国,华东,办公用-装订-10003504,办公用品,装订机,"Ibico 装订机, 耐用",95.088,2,0.4,-7.951999999999998,,洪光
5964,3543,CN-2017-4862116,2017-09-20,2017-09-23,一级,薛健-14560,薛健,公司,泉州,福建,中国,华东,办公用-用品-10003822,办公用品,用品,"Acme 开信刀, 蓝色",281.96000000000004,2,0.0,47.879999999999995,,洪光
5965,3544,CN-2017-4862116,2017-09-20,2017-09-23,一级,薛健-14560,薛健,公司,泉州,福建,中国,华东,家具-书架-10000196,家具,书架,"Sauder 柜, 白色",11054.400000000001,14,0.0,4641.28,,洪光
5966,3545,CN-2017-4862116,2017-09-20,2017-09-23,一级,薛健-14560,薛健,公司,泉州,福建,中国,华东,办公用-用品-10002573,办公用品,用品,"Fiskars 尺子, 工业",224.7,3,0.0,33.6,,洪光
5967,3546,CN-2016-5468349,2016-12-18,2016-12-20,一级,陈婉-21340,陈婉,消费者,晋江,福建,中国,华东,技术-复印-10002908,技术,复印机,"佳能 复印机, 数字化",6108.200000000001,5,0.0,1099.0,,洪光
5968,3547,CN-2015-1778069,2015-05-13,2015-05-17,二级,徐虹-13840,徐虹,公司,北京,北京,中国,华北,家具-书架-10002113,家具,书架,"Dania 书库, 金属",11820.76,7,0.0,4727.52,,殷莲
5969,3548,CN-2016-4178476,2016-02-02,2016-02-06,标准级,郭冬-12415,郭冬露,消费者,天津,天津,中国,华北,技术-复印-10004759,技术,复印机,"夏普 复印机, 数字化",1115.52,1,0.0,66.92,,殷莲
5970,3549,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",93.24,3,0.0,34.44,是,楚杰
5971,3549,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",93.24,3,0.0,34.44,是,楚杰
5972,3549,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",93.24,3,0.0,34.44,是,楚杰
5973,3549,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",93.24,3,0.0,34.44,是,楚杰
5974,3549,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",93.24,3,0.0,34.44,是,楚杰
5975,3549,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",93.24,3,0.0,34.44,是,楚杰
5976,3550,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",6268.416,4,0.4,-2716.7840000000006,是,楚杰
5977,3550,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",6268.416,4,0.4,-2716.7840000000006,是,楚杰
5978,3550,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",6268.416,4,0.4,-2716.7840000000006,是,楚杰
5979,3550,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",6268.416,4,0.4,-2716.7840000000006,是,楚杰
5980,3550,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",6268.416,4,0.4,-2716.7840000000006,是,楚杰
5981,3550,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-器具-10000589,办公用品,器具,"Breville 炉灶, 白色",6268.416,4,0.4,-2716.7840000000006,是,楚杰
5982,3551,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,技术-电话-10001791,技术,电话,"摩托罗拉 智能手机, 全尺寸",366.996,1,0.4,-201.964,是,楚杰
5983,3551,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,技术-电话-10001791,技术,电话,"摩托罗拉 智能手机, 全尺寸",366.996,1,0.4,-201.964,是,楚杰
5984,3551,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,技术-电话-10001791,技术,电话,"摩托罗拉 智能手机, 全尺寸",366.996,1,0.4,-201.964,是,楚杰
5985,3551,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,技术-电话-10001791,技术,电话,"摩托罗拉 智能手机, 全尺寸",366.996,1,0.4,-201.964,是,楚杰
5986,3551,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,技术-电话-10001791,技术,电话,"摩托罗拉 智能手机, 全尺寸",366.996,1,0.4,-201.964,是,楚杰
5987,3551,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,技术-电话-10001791,技术,电话,"摩托罗拉 智能手机, 全尺寸",366.996,1,0.4,-201.964,是,楚杰
5988,3552,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-信封-10003240,办公用品,信封,"Kraft 局间信封, 回收",213.36,1,0.0,59.64,是,楚杰
5989,3552,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-信封-10003240,办公用品,信封,"Kraft 局间信封, 回收",213.36,1,0.0,59.64,是,楚杰
5990,3552,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-信封-10003240,办公用品,信封,"Kraft 局间信封, 回收",213.36,1,0.0,59.64,是,楚杰
5991,3552,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-信封-10003240,办公用品,信封,"Kraft 局间信封, 回收",213.36,1,0.0,59.64,是,楚杰
5992,3552,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-信封-10003240,办公用品,信封,"Kraft 局间信封, 回收",213.36,1,0.0,59.64,是,楚杰
5993,3552,CN-2018-1608087,2018-11-14,2018-11-21,标准级,曹冬-12445,曹冬露,消费者,辽阳,辽宁,中国,东北,办公用-信封-10003240,办公用品,信封,"Kraft 局间信封, 回收",213.36,1,0.0,59.64,是,楚杰
5994,3553,CN-2017-5717181,2017-08-12,2017-08-17,二级,陈立-16705,陈立,小型企业,三亚,海南,中国,中南,家具-椅子-10002913,家具,椅子,"Office Star 椅垫, 每套两件",571.788,2,0.1,139.748,,范彩
5995,3554,CN-2017-5717181,2017-08-12,2017-08-17,二级,陈立-16705,陈立,小型企业,三亚,海南,中国,中南,办公用-美术-10000800,办公用品,美术,"Boston 记号笔, 金属",722.064,7,0.2,143.864,,范彩
5996,3555,CN-2017-5717181,2017-08-12,2017-08-17,二级,陈立-16705,陈立,小型企业,三亚,海南,中国,中南,办公用-美术-10001035,办公用品,美术,"Boston 荧光笔, 金属",225.45599999999996,3,0.2,11.256000000000014,,范彩
5997,3556,CN-2018-4713954,2018-12-03,2018-12-07,标准级,秦诚-11245,秦诚,公司,鹤岗,黑龙江,中国,东北,办公用-信封-10003126,办公用品,信封,"Ames 邮寄品, 回收",323.4,2,0.0,42.0,,楚杰
5998,3557,US-2017-4173980,2017-01-17,2017-01-19,二级,谢雯-21700,谢雯,小型企业,武汉,湖北,中国,中南,家具-用具-10002675,家具,用具,"Eldon 相框, 耐用",463.176,3,0.4,-170.184,,范彩
5999,3558,CN-2018-3670764,2018-08-18,2018-08-22,标准级,邵兰-15715,邵兰,消费者,九江,江西,中国,华东,技术-电话-10001017,技术,电话,"三星 办公室电话机, 混合尺寸",952.9799999999999,3,0.0,104.58,,洪光
6000,3559,US-2015-2666353,2015-03-16,2015-03-22,标准级,贾君-15160,贾君,消费者,武汉,湖北,中国,中南,办公用-装订-10002580,办公用品,装订机,"Wilson Jones 订书机, 透明",406.72799999999995,3,0.4,-108.61200000000005,,范彩
6001,3560,US-2015-2666353,2015-03-16,2015-03-22,标准级,贾君-15160,贾君,消费者,武汉,湖北,中国,中南,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",719.9639999999999,3,0.4,-264.09600000000006,,范彩
6002,3561,US-2018-5463213,2018-03-28,2018-03-31,一级,吴磊-16165,吴磊,公司,抚顺,辽宁,中国,东北,办公用-系固-10002224,办公用品,系固件,"Advantus 图钉, 每包 12 个",145.82399999999998,4,0.4,-29.456000000000017,,楚杰
6003,3562,US-2018-5463213,2018-03-28,2018-03-31,一级,吴磊-16165,吴磊,公司,抚顺,辽宁,中国,东北,办公用-装订-10000622,办公用品,装订机,"Cardinal 打孔机, 实惠",161.28,2,0.4,-83.44000000000001,,楚杰
6004,3563,US-2018-5463213,2018-03-28,2018-03-31,一级,吴磊-16165,吴磊,公司,抚顺,辽宁,中国,东北,办公用-装订-10002575,办公用品,装订机,"Wilson Jones 打孔机, 耐用",495.432,6,0.4,49.39199999999994,,楚杰
6005,3564,US-2018-5463213,2018-03-28,2018-03-31,一级,吴磊-16165,吴磊,公司,抚顺,辽宁,中国,东北,办公用-装订-10002115,办公用品,装订机,"Acco 打孔机, 实惠",253.00799999999998,3,0.4,-156.07200000000003,,楚杰
6006,3565,CN-2016-3407073,2016-10-29,2016-11-02,标准级,陶昌-11065,陶昌,消费者,平庄,内蒙古,中国,华北,办公用-装订-10002545,办公用品,装订机,"Wilson Jones 订书机, 实惠",411.264,3,0.4,20.24399999999997,,殷莲
6007,3566,US-2018-1357144,2018-09-16,2018-09-19,一级,姚秋-11605,姚秋,消费者,朝阳,辽宁,中国,东北,家具-用具-10001578,家具,用具,"Deflect-O 闹钟, 一包多件",423.108,3,0.4,27.887999999999977,,楚杰
6008,3567,CN-2016-2823186,2016-04-02,2016-04-06,标准级,田临-17470,田临耀,小型企业,鹤壁,河南,中国,中南,办公用-装订-10004167,办公用品,装订机,"Ibico 孔加固材料, 实惠",130.48000000000002,4,0.0,1.12,,范彩
6009,3568,CN-2016-4046246,2016-06-12,2016-06-19,标准级,常松-20575,常松,消费者,惠城,广东,中国,中南,技术-复印-10004447,技术,复印机,"佳能 复印机, 每套两件",3669.9600000000005,3,0.0,990.78,,范彩
6010,3569,CN-2018-1424056,2018-11-05,2018-11-09,标准级,邢谦-19270,邢谦,公司,即墨,山东,中国,华东,办公用-用品-10003562,办公用品,用品,"Fiskars 剪刀, 锯齿状",463.40000000000003,5,0.0,41.3,,洪光
6011,3570,CN-2018-1424056,2018-11-05,2018-11-09,标准级,邢谦-19270,邢谦,公司,即墨,山东,中国,华东,技术-设备-10003411,技术,设备,"柯尼卡 电话, 耐用",402.78,1,0.0,144.9,,洪光
6012,3571,CN-2018-1424056,2018-11-05,2018-11-09,标准级,邢谦-19270,邢谦,公司,即墨,山东,中国,华东,办公用-标签-10002776,办公用品,标签,"Novimex 圆形标签, 可调",38.919999999999995,2,0.0,17.36,,洪光
6013,3572,CN-2018-2828982,2018-06-15,2018-06-19,标准级,俞晒-19840,俞晒明,消费者,汕头,广东,中国,中南,办公用-用品-10002903,办公用品,用品,"Elite 大剪刀, 锯齿状",815.9200000000001,4,0.0,285.03999999999996,,范彩
6014,3573,US-2015-2303851,2015-05-24,2015-05-27,二级,任实-20200,任实,消费者,海拉尔,内蒙古,中国,华北,家具-椅子-10004006,家具,椅子,"Novimex 扶手椅, 黑色",3826.3679999999995,3,0.4,-64.09199999999964,,殷莲
6015,3574,US-2015-2303851,2015-05-24,2015-05-27,二级,任实-20200,任实,消费者,海拉尔,内蒙古,中国,华北,办公用-纸张-10000816,办公用品,纸张,"Green Bar 令, 优质",1111.04,8,0.0,287.84,,殷莲
6016,3575,CN-2018-4258082,2018-08-05,2018-08-05,当日,肖岱-11845,肖岱,公司,秦皇岛,河北,中国,华北,技术-配件-10000246,技术,配件,"贝尔金 记忆卡, 可编程",2713.8999999999996,5,0.0,922.5999999999999,,殷莲
6017,3576,CN-2018-4258082,2018-08-05,2018-08-05,当日,肖岱-11845,肖岱,公司,秦皇岛,河北,中国,华北,办公用-装订-10003441,办公用品,装订机,"Avery 标签, 耐用",73.08,2,0.0,13.719999999999999,,殷莲
6018,3577,CN-2018-4258082,2018-08-05,2018-08-05,当日,肖岱-11845,肖岱,公司,秦皇岛,河北,中国,华北,办公用-装订-10003764,办公用品,装订机,"Acco 装订机盖, 回收",127.67999999999999,2,0.0,62.44,,殷莲
6019,3578,CN-2018-5684742,2018-01-02,2018-01-06,二级,苏磊-16090,苏磊,消费者,巢湖,安徽,中国,华东,办公用-系固-10000944,办公用品,系固件,"Stockwell 夹子, 整包",807.6600000000001,9,0.0,265.86,,洪光
6020,3579,CN-2015-4078386,2015-05-15,2015-05-17,二级,邹丽-17680,邹丽雪,小型企业,贵溪,江西,中国,华东,办公用-收纳-10004698,办公用品,收纳具,"Eldon 锁柜, 蓝色",2770.74,3,0.0,692.5799999999999,,洪光
6021,3580,CN-2015-2554132,2015-12-03,2015-12-08,标准级,袁丽-16210,袁丽华,公司,宁海,山东,中国,华东,办公用-美术-10003504,办公用品,美术,"BIC 画布, 蓝色",501.19999999999993,2,0.0,19.88,,洪光
6022,3581,CN-2016-3381572,2016-10-16,2016-10-21,标准级,陶恒-13645,陶恒,消费者,南昌,江西,中国,华东,办公用-收纳-10003186,办公用品,收纳具,"Rogers 盘, 单宽度",575.96,2,0.0,230.16000000000003,,洪光
6023,3582,CN-2016-3381572,2016-10-16,2016-10-21,标准级,陶恒-13645,陶恒,消费者,南昌,江西,中国,华东,家具-椅子-10000670,家具,椅子,"Office Star 凳子, 可调",2470.0200000000004,3,0.0,666.54,,洪光
